chave,valor
m10_ex67_n,           48
m10_ex67_b_const,9.89495554116
m10_ex67_b_preco,-1.27742413343
m10_ex67_b_renda,0.280404825083
m10_ex67_ep_const_rob,0.928757811285
m10_ex67_ep_preco_rob,0.241683843647
m10_ex67_ep_renda_rob,0.245827599866
m10_ex67_z_preco_rob,-5.28551728634
m10_ex67_z_renda_rob,    1.1406564
m10_ex67_p_renda_rob,0.254012936971
m10_ex67_ep_const_hom,1.05855994763
m10_ex67_ep_preco_hom,0.26319859028
m10_ex67_ep_renda_hom,0.238565436908
m10_ex67_t_preco_hom,-4.85346115292
m10_ex67_fraco_F_rob,228.737748433
m10_ex67_wu_F_rob,3.82346717984
m10_ex67_wu_p_rob,0.0569091690302
m10_ex67_sargan,0.332622141937
m10_ex67_sargan_p,0.564119140018
m10_ex67_fraco_F_hom,244.733753556
m10_ex67_wu_F_hom,3.06781627294
m10_ex67_wu_p_hom,0.0868250462413
m10_ex67_sargan_hom,0.332622141937
m10_ex67_r2,0.429422417993
m10_ex67_r2aj,0.404063414348
m10_ex67_sigma,0.187856001239
m10_ex67_wald_rob,34.5064643872
m10_ex67_wald_p_rob,3.21378236506e-08
m10_ex67_wald_F_hom,13.2807857805
m10_crit_F_1_44_10,2.82317277417
m10_crit_F_1_44_05,4.06170646012
m10_crit_chi2_1_10, 2.7055434541
m10_crit_chi2_1_05,3.84145882069
m10_crit_chi2_2_05,5.99146454711
m10_crit_chi2_5_05,11.0704976935
m10_recicl_p_wu_3823,0.0569237075601
m10_recicl_F_para_p0369,4.63234575404
m10_recicl_F_para_p0469,4.18061326495
m10_recicl_p_sargan_0333,0.563897896327
m10_recicl_chi2_para_p08468,0.0373273939499
m10_ex67_ols_b_preco,-1.40650035162
m10_ex67_ols_ep_preco,0.251375485367
m10_ex67_ols_b_renda,0.343850072374
m10_ex67_K,            3
m10_ex67_L,            4
m10_2sls_dif_formula,7.79820652497e-13
m10_2sls_dif_xhat,6.64002186568e-12
m10_2sls_dif_vinst,2.32702745961e-12
m10_2sls_dif_exog,1.3211653993e-14
m10_2sls_idempot,1.41275879884e-14
m10_2sls_dif_coef_st2,2.4708013413e-13
m10_2sls_s_ok,0.187856001239
m10_2sls_s_ing,0.202532197375
m10_2sls_ep_preco_ok,0.26319859028
m10_2sls_ep_preco_ing,0.283760904544
m10_2sls_ep_renda_ok,0.238565436908
m10_2sls_ep_renda_ing,0.257203293141
m10_2sls_dif_ep_ivreg,4.53415083257e-13
m10_2sls_razao_s,1.07812471276
m10_2sls_razao_ep_dif,5.80202552669e-13
m10_2sls_dif_ident_resid,7.04991620637e-15
m10_fs_F_hom,244.733753556
m10_fs_F_rob,228.737748433
m10_fs_r2,0.94032848113
m10_cf_rho,-1.56495382604
m10_cf_t,-1.75151827651
m10_cf_t2,3.06781627294
m10_cf_F_rob,3.82346717995
m10_cf_dif_coef_2sls,3.90798504668e-14
m10_cf_ep_preco_ing,0.256601509565
m10_sargan_manual,0.332622141937
m10_sargan_manual_p,0.564119140018
m10_sargan_gl,            1
m10_sargan_media_resid,4.37613067692e-15
m10_exato_Zte,8.2278628355e-13
m10_haus_d,0.129076218191
m10_haus_H,2.93303881953
m10_haus_p,0.0867840002158
m10_ex67c_b_tdiff,-1.1433751222
m10_ex67c_ep_tdiff,0.359486068124
m10_ex67c_b_tax,-1.31457504376
m10_ex67c_ep_tax,0.271086682525
m10_ex67c_ep_2sls,0.26319859028
m10_ex67c_dif_formula,4.77839989799e-13
m10_efic_autovalor_min,-3.18217674878e-14
m10_efic_ols_autovalor_min,-1.03085764711e-14
m10_biv_b,-1.08358676431
m10_biv_dif,5.10702591328e-15
m10_zx_dif,3.5527136788e-15
m10_ex68_lambda,0.666666666667
m10_ex68_plim_b,0.666666666667
m10_ex68_plim_a,3.66666666667
m10_ex68_media_b_n50,0.667294880524
m10_ex68_dp_b_n50,0.138225921759
m10_ex68_media_b_n500,0.668045312971
m10_ex68_dp_b_n500,0.0426912002542
m10_ex68_media_b_n5000,0.666830680792
m10_ex68_dp_b_n5000,0.0134215107515
m10_ex68_media_a_n5000,3.66585234233
m10_ex68_cov_zx,-0.495347303285
m10_ex68_cov_zx_teo,         -0.5
m10_ex68_media_b_lam05,0.499970671141
m10_ex69_plim_ols,          0.9
m10_ex69_inconsist,          0.1
m10_ex69_media_ols_n50,0.899684743095
m10_ex69_mediana_vi_n50,0.799587527289
m10_ex69_media_ols_n500,0.899879791633
m10_ex69_mediana_vi_n500,0.799805664855
m10_ex69_media_ols_n5000,0.899965544467
m10_ex69_mediana_vi_n5000,0.799993700234
m10_ex69_cov_Yu,           20
m10_ex69_var_Y,          200
m10_fraco_F_01,1.01798182042
m10_fraco_viesrel_01,1.02189136094
m10_fraco_F_02,1.19045032984
m10_fraco_viesrel_02,0.842357219462
