chave,valor
m03_ex34_n,            5
m03_ex34_xtx11,            5
m03_ex34_xtx12,           30
m03_ex34_xtx22,          220
m03_ex34_det,          200
m03_ex34_inv11,          1.1
m03_ex34_inv12,        -0.15
m03_ex34_inv22,        0.025
m03_ex34_xty1,           20
m03_ex34_xty2,          138
m03_ex34_b1,          1.3
m03_ex34_b2,         0.45
m03_ex34_yhat1,          2.2
m03_ex34_yhat2,          3.1
m03_ex34_yhat3,            4
m03_ex34_yhat4,          4.9
m03_ex34_yhat5,          5.8
m03_ex34_e1,         -0.2
m03_ex34_e2,         -0.1
m03_ex34_e3,            1
m03_ex34_e4,         -0.9
m03_ex34_e5,          0.2
m03_ex34_soma_e,-8.881784197e-15
m03_ex34_soma_xe,-6.03961325396e-14
m03_ex34_ee,          1.9
m03_ex34_yy,           90
m03_ex34_bxty,         88.1
m03_ex34_ee_via_yy,          1.9
m03_ex34_s2,0.633333333333
m03_ex34_s,0.795822425754
m03_ex34_var_b1,0.696666666667
m03_ex34_cov_b12,       -0.095
m03_ex34_var_b2,0.0158333333333
m03_ex34_se_b1,0.834665601703
m03_ex34_se_b2,0.125830573921
m03_ex34_t_b1,1.55750997447
m03_ex34_t_b2,3.57623736408
m03_ex34_sqt,           10
m03_ex34_sqreg,          8.1
m03_ex34_r2,         0.81
m03_ex34_media_yhat,            4
m03_ex34_media_y,            4
m03_ex34_xbar,            6
m03_ex34_ybar,            4
m03_ex34_sxx,           40
m03_ex34_sxy,           18
m03_ex34_adj11,          220
m03_ex34_adj12,          -30
m03_ex34_adj22,            5
m03_ex34_yhat_yhat,         88.1
m03_ex34_tcrit,3.18244630528
m03_ex34_p_b2,0.0373860734685
m03_ex34_autoval_max,224.107571428
m03_ex34_autoval_min,0.892428572251
m03_ex34_trP,            2
m03_ex34_trM,            3
m03_ex34_h1,          0.6
m03_ex34_h2,          0.3
m03_ex34_h3,          0.2
m03_ex34_h4,          0.3
m03_ex34_h5,          0.6
m03_ex34_erro_My,5.77315972805e-15
m03_ex34_erro_Py,5.3290705182e-15
m03_ex34_erro_Xte,6.03961325396e-14
m03_gen_erro_simP,2.77555756156e-17
m03_gen_erro_idemP,6.93889390391e-17
m03_gen_erro_simM,2.77555756156e-17
m03_gen_erro_idemM,5.55111512313e-16
m03_gen_erro_PX,8.881784197e-16
m03_gen_erro_MX,9.14632952709e-16
m03_gen_erro_PM,6.24500451352e-17
m03_gen_trP,            4
m03_gen_trM,           46
m03_gen_postoM,           46
m03_gen_erro_Xte,4.02455846427e-14
m03_gen_erro_ee,1.56319401867e-13
m03_gen_erro_decomp,2.27373675443e-13
m03_gen_erro_grad,7.0166553199e-11
m03_gen_erro_quadrado,5.68434188608e-14
m03_ex35_xtx11,            4
m03_ex35_xtx12,           20
m03_ex35_xtx13,           40
m03_ex35_xtx22,          120
m03_ex35_xtx23,          240
m03_ex35_xtx33,          480
m03_ex35_xty1,           14
m03_ex35_xty2,           78
m03_ex35_xty3,          156
m03_ex35_det,            0
m03_ex35_menor11,            0
m03_ex35_menor12,            0
m03_ex35_menor13,            0
m03_ex35_erro_Xa,            0
m03_ex35_erro_XtXa,            0
m03_ex35_posto,            2
m03_ex35_autoval_min,-1.13686837722e-13
m03_ex35_inversao_falha,            1
m03_ex35_lm_na,            1
m03_ex35_beta1_est,          1.5
m03_ex35_comb_est,          0.4
m03_ex35_erro_EN_A,            0
m03_ex35_erro_EN_B,            0
m03_ex35_erro_ajuste_AB,            0
m03_ex35_ee,          1.8
m03_ex35q_det,         5120
m03_ex35q_b1,           -1
m03_ex35q_b2,         1.65
m03_ex35q_b3,       -0.125
m03_ex35q_gl,            1
m03_ex24_media_b1,1.00338510731
m03_ex24_media_b2,0.499537325982
m03_ex24_var_b2_sim,0.0250026337214
m03_ex24_var_b2_teo,        0.025
m03_ex24_var_b1_sim,1.09156479567
m03_ex24_var_b1_teo,          1.1
m03_p1_gl,         4155
m03_p1_s,0.374027966032
m03_p1_sqt,886.904978758
m03_p1_r2,0.344606565617
m03_p1_ybar_xbarb,6.67634634164
